,winery,vintage,variety,designation,release_price,rating,title,source,category,AVA,region,province,country,description
72,A to Z Wineworks,2011,Pinot Gris,,$12,88,A to Z Wineworks 2011 Pinot Gris Oregon,"Wine Spectator Magazine Issue Nov 30, 2012",,,,Oregon,US,"Light and refreshing, offering flavors of apple and green pear that finish with a touch of almond blossom. Drink now. 41,146 cases made."
73,Adelsheim,2011,Pinot Gris,,$19,88,Adelsheim 2011 Pinot Gris Willamette Valley,"Wine Spectator Magazine Issue Feb 28, 2013",,Willamette Valley,Willamette Valley,Oregon,US,"Fresh and lively, with a raw edge to the pear and citrus flavors, lingering enticingly. Drink now through 2014. 16,500 cases made."
74,Anam Cara Cellars,2011,Riesling,Dry Nicholas Estate,$22,91,Anam Cara Cellars 2011 Riesling Chehalem Mountains Dry Nicholas Estate,"Wine Spectator Magazine Issue Oct 15, 2013",,Chehalem Mountains,Willamette Valley,Oregon,US,"Light, almost fragile, this delicate style offers nuanced pear, pineapple and nectarine flavors in a subtle weave, finishing with refinement. Drink now through 2018. 200 cases made."
75,Trisaetum,2011,Riesling,Estates Reserve,$32,91,Trisaetum 2011 Riesling Willamette Valley Estates Reserve,"Wine Spectator Magazine Issue May 31, 2013",,Willamette Valley,Willamette Valley,Oregon,US,"Tangy and lightly sweet, balancing bracing, citrusy acidity against pear flavors. Lingers pleasantly, displaying appealing tension. Drink now through 2015. 150 cases made."
76,Tunkalilla,2011,Riesling,,$23,91,Tunkalilla 2011 Riesling Eola-Amity Hills,"Wine Spectator Magazine Issue Feb 28, 2013",,Eola-Amity Hills,Willamette Valley,Oregon,US,"Light and fragrant, this is silky in texture with pear, peach and floral flavors that mingle harmoniously on the delicate finish. Lightly sweet, but feels almost dry. Drink now through 2017. 300 cases made."
77,Big Table Farm,2011,Riesling,Brooks Estate Vineyard,$28,90,Big Table Farm 2011 Riesling Eola-Amity Hills Brooks Estate Vineyard,"Wine Spectator Magazine Issue Feb 28, 2014",,Eola-Amity Hills,Willamette Valley,Oregon,US,"This steely style offers green pear and lemon curd flavors on a taut frame, showing good tension between the sweetness and acidity as the vivid finish persists. Drink now through 2018. 91 cases made."
78,Hyland,2011,Riesling,,$25,90,Hyland 2011 Riesling McMinnville,"Wine Spectator Magazine Issue Dec 31, 2012",,McMinnville,Willamette Valley,Oregon,US,"Fresh, vibrant and expressive, offering juicy ripe peach and white grapefruit, with a hint of white pepper and a tangy finish. Drink now through 2015. 200 cases made."
79,Trisaetum,2011,Riesling,,$24,90,Trisaetum 2011 Riesling Ribbon Ridge Dry Ribbon Ridge Estate,"Wine Spectator Magazine Issue May 31, 2013",,Ribbon Ridge,Willamette Valley,Oregon,US,"Light and snappy, with vibrant green apple and subtle peach flavors, offering a touch of lime on the finish. Drink now through 2016. 325 cases made."
80,Trisaetum,2011,Riesling,Estate,$24,90,Trisaetum 2011 Riesling Ribbon Ridge Ribbon Ridge Estate,"Wine Spectator Magazine Issue May 31, 2013",,Ribbon Ridge,Willamette Valley,Oregon,US,"Tangy, off-dry and appealing, with well-balanced flavors of green apple and peach, lingering easily on the polished finish. Drink now through 2015. 300 cases made."
81,Argyle,2011,Riesling,,$18,89,Argyle 2011 Riesling Eola-Amity Hills,"Wine Spectator Magazine Issue Feb 28, 2014",,Eola-Amity Hills,Willamette Valley,Oregon,US,"Fresh and gently expressive, with an airy structure. The pear and floral flavors glow as the soft finish lingers. Drink now. 1,070 cases made."
82,Alexana,2011,Riesling,Revana Vineyard,$28,88,Alexana 2011 Riesling Dundee Hills Revana Vineyard,"Wine Spectator Magazine Issue Dec 31, 2012",,Dundee Hills,Willamette Valley,Oregon,US,"Light and tart, with tangy lime and apple flavors that pick up floral notes as they linger on the finish. Drink now. 500 cases made."
83,Chehalem,2011,Riesling,Corral Creek Vineyards,$28,88,Chehalem 2011 Riesling Chehalem Mountains Corral Creek Vineyards,"Wine Spectator Magazine Issue Dec 31, 2012",,Chehalem Mountains,Willamette Valley,Oregon,US,"Light and fresh, with a sweet edge tempering the bracing acidity, offering pear at the core and a hint of honey on the finish. Drink now. 143 cases made."
84,Chehalem,2011,Riesling,Three Vineyard,$24,88,Chehalem 2011 Riesling Willamette Valley Three Vineyard,"Wine Spectator Magazine Issue Dec 31, 2012",,Willamette Valley,Willamette Valley,Oregon,US,"Fresh and lively, this is off-dry but juicy, with apple and lemon drop flavors lingering easily on the polished finish. Drink now through 2015. 452 cases made."
85,Lemelson,2011,Riesling,,$19,88,Lemelson 2011 Riesling Willamette Valley,"Wine Spectator Magazine Issue Feb 28, 2013",,Willamette Valley,Willamette Valley,Oregon,US,"Light, dry and delicate, with pretty green peach and lime blossom flavors, lingering gently. Drink now through 2014. 363 cases made."
86,Trisaetum,2011,Riesling,Coast Range Estate,$24,88,Trisaetum 2011 Riesling Yamhill-Carlton District Coast Range Estate,"Wine Spectator Magazine Issue May 31, 2013",,Yamhill-Carlton District,Willamette Valley,Oregon,US,"Light and off-dry, with hints of pear and green olive riding to a well-formed, delicate finish. Drink now through 2014. 300 cases made."
87,Trisaetum,2011,Riesling,Dry Coast Range Estate,$24,88,Trisaetum 2011 Riesling Yamhill-Carlton District Dry Coast Range Estate,"Wine Spectator Magazine Issue May 31, 2013",,Yamhill-Carlton District,Willamette Valley,Oregon,US,"Light and racy, with pretty green apple and floral flavors, finishing with a sappy edge. Drink now. 325 cases made."
88,Bridgeview,2011,Riesling,,$10,87,Bridgeview 2011 Riesling Oregon Sweet Blue Moon,"Wine Spectator Magazine Issue Oct 15, 2013",,,,Oregon,US,"Distinctly floral, light and sweet, with pear and agave flavors that linger on the finish. Drink now. 10,000 cases made."
89,Argyle,2011,Brut Rosé,,$50,91,Argyle 2011 Brut Rosé Willamette Valley,"Wine Spectator Magazine Issue Apr 30, 2016",,Willamette Valley,Willamette Valley,Oregon,US,"Light and refreshing, a refined style with finesse to the balance of fruit and savory notes as the finish dances. A nice tang of green berry and floral flavors. Drink now. 2,050 cases made."
90,Soter,2011,Brut Rosé,Mineral Springs,$65,90,Soter 2011 Brut Rosé Yamhill-Carlton District Mineral Springs,"Wine Spectator Magazine Issue Apr 30, 2016",,Yamhill-Carlton District,Willamette Valley,Oregon,US,"Taut, crisp and focused, with pomegranate and floral flavors coming together seamlessly on the long and lively finish, punctuated by a hint of pepper. Drink now. 1,900 cases made."
91,BlackCap,2011,Rosé Of Pinots,,$22,88,BlackCap 2011 Rosé Of Pinots Willamette Valley,"Wine Spectator Magazine Issue May 31, 2014",,Willamette Valley,Willamette Valley,Oregon,US,"A rosé without the brash fruit, this offers an earthy, Champagne-like suppleness. Features rhubarb notes up front, with oatmeal accents on the finish. Pinot Noir and Pinot Meunier. Drink now. 350 cases made."
92,Ponzi,2011,Pinot Noir,Rosé,$15,88,Ponzi 2011 Pinot Noir Willamette Valley Rosé,"Wine Spectator Magazine Issue Sep 30, 2012",Rosé,Willamette Valley,Willamette Valley,Oregon,US,"Offering a pale salmon color and a crisp texture, this red delivers a tangy balance to the flavors of watermelon and lime, persisting nicely. Drink now. 600 cases made."
93,Spindrift,2011,Pinot Noir,Rosé,$16,88,Spindrift 2011 Pinot Noir Willamette Valley Rosé,"Wine Spectator Magazine Issue Feb 28, 2013",Rosé,Willamette Valley,Willamette Valley,Oregon,US,"Light and sleek, with pretty peach and watermelon flavors that linger deftly on the dry finish. Drink now. 500 cases made."
94,King Estate,2011,Rosé Wines,,$15,87,King Estate 2011 Pinot Noir Oregon Vin Gris,"Wine Spectator Magazine Issue Sep 30, 2012",,,,Oregon,US,"Fresh and light, with pretty guava and citrus leaf flavors, lingering refreshingly. Drink now. 1,200 cases made."
95,Lachini,2011,Pinot Noir,Rosé,$19,87,Lachini 2011 Pinot Noir Willamette Valley Rosé,"Wine Spectator Magazine Issue Feb 28, 2013",Rosé,Willamette Valley,Willamette Valley,Oregon,US,"Light and polished, with a minty edge to the modest guava flavors. Drink now. 696 cases made."
96,Quady North,2011,blend,,$14,87,Quady North 2011 Rosé Rogue Valley,"Wine Spectator Magazine Issue Feb 28, 2013",Rosé,Rogue Valley,Southern Oregon,Oregon,US,"Colored a bright pink, light and sleek, with a touch of sweetness to balance the tang of lime against a whisper of raspberry. Syrah and Grenache. Drink now. 670 cases made."
97,Willamette Valley Vineyards,2011,Dry Rosé,,$18,87,Willamette Valley Vineyards 2011 Dry Rosé Willamette Valley,"Wine Spectator Magazine Issue Feb 28, 2013",,Willamette Valley,Willamette Valley,Oregon,US,"Dry, with a salmon color and a hint of rooibos tea to the pear and orange peel flavors. Syrah and Tempranillo. Drink now. 596 cases made."
98,Acrobat,2011,Rosé Wines,,$13,86,Acrobat 2011 Pinot Noir Oregon Rosé,"Wine Spectator Magazine Issue Sep 30, 2012",,,,Oregon,US,"Fresh and lively, with pretty watermelon and citrus flavors. Drink now. 3,500 cases made."
99,Boedecker,2011,Pinot Noir,Rosé Reflection,$13,86,Boedecker 2011 Pinot Noir Willamette Valley Rosé Reflection,"Wine Spectator Magazine Issue Feb 28, 2013",,Willamette Valley,Willamette Valley,Oregon,US,"Light, with watermelon and hibiscus flavors that finish light and refreshing. Drink now. 400 cases made."
100,King Estate,2011,Rosé Wines,,$16,86,King Estate 2011 Pinot Gris Oregon Luminous,"Wine Spectator Magazine Issue Sep 30, 2012",,,,Oregon,US,"Fresh and appealing for its tea leaf and orange peel notes, finishing dry, with pear and almond. Drink now. 1,000 cases made."
101,Luminous Hills,2011,Pinot Noir,Rosé Aura,$21,86,Luminous Hills 2011 Pinot Noir Yamhill-Carlton District Rosé Aura,"Wine Spectator Magazine Issue Feb 28, 2013",,Yamhill-Carlton District,Willamette Valley,Oregon,US,"Tart, with a tangy feel to the pomegranate and green tea flavors, lingering on the dry finish. Drink now. 147 cases made."
102,Novy,2011,Pinot Noir,Rosé,$14,85,Novy 2011 Pinot Noir Willamette Valley Rosé,"Wine Spectator Magazine Issue Feb 28, 2013",Rosé,Willamette Valley,Willamette Valley,Oregon,US,"Colored a shocking pink, tart on balance, with flavors of pomegranate seed and tomato leaf, finishing dry. Drink now. 156 cases made."
103,Erath,2011,Pinot Gris,Rosé Dion Vineyard,$19,83,Erath 2011 Pinot Gris Chehalem Mountains Rosé Dion Vineyard,"Wine Spectator Magazine Issue Feb 28, 2013",,Chehalem Mountains,Willamette Valley,Oregon,US,"A bit grippy with tannins, unusual for a rosé, offering watermelon and pomegranate flavors that linger on the dry finish. Lacks charm. Drink now. 220 cases made."
104,Kriselle,2011,Sauvignon Blanc,,$19,89,Kriselle 2011 Sauvignon Blanc Rogue Valley,"Wine Spectator Magazine Issue May 31, 2013",,Rogue Valley,Southern Oregon,Oregon,US,"Distinctive, offering green pineapple and floral flavors riding on a sleek frame, with a polished finish. Drink now. 246 cases made."
105,Kandarian,2011,Sauvignon Blanc,Blue Eye Croft & Oster Vineyards,$20,88,Kandarian 2011 Sauvignon Blanc Willamette Valley Blue Eye Croft & Oster Vineyards,"Wine Spectator Magazine Issue Feb 28, 2013",,Willamette Valley,Willamette Valley,Oregon,US,"Fresh and tangy, with vibrant, refined acidity and a satiny texture that embraces the pear and herb flavors. Drink now. 175 cases made."
106,Griffin Creek,2011,Syrah,,$40,91,Griffin Creek 2011 Syrah Rogue Valley,"Wine Spectator Magazine Issue Feb 28, 2015",,Rogue Valley,Southern Oregon,Oregon,US,"Taut, with a sheen to the tannins around a punchy core of blackberry, currant and plum fruit, tailored to fit into a medium-weight structure. Has depth and finesse. Drink now through 2019. 769 cases made."
107,Del Rio,2011,Syrah,,$35,89,Del Rio 2011 Syrah Rogue Valley,"Wine Spectator Magazine Issue Feb 28, 2014",,Rogue Valley,Southern Oregon,Oregon,US,"A firm, medium-weight and expressive style, with black pepper accents to the dark berry and floral flavors, lingering on the polished finish. Drink now through 2017. 700 cases made."
108,Jaxon,2011,Syrah,,$28,89,Jaxon 2011 Syrah Rogue Valley,"Wine Spectator Magazine Issue Oct 15, 2015",,Rogue Valley,Southern Oregon,Oregon,US,"Fresh and vital, this is tangy, with lively acidity to balance the refreshing blackberry and fig flavors, hinting at cracked pepper as the finish lingers. Drink now through 2018. 100 cases made."
109,Cowhorn,2011,Syrah,42,$45,88,Cowhorn 2011 Syrah Applegate Valley 42,"Wine Spectator Magazine Issue Oct 15, 2015",,Applegate Valley,Southern Oregon,Oregon,US,"Soft and supple, with a core of blackberry and plum flavors picking up glints of green olive and clove as this medium-weight red glides into a fine-grained finish. Best from 2016 through 2020. 700 cases made."
110,Merrill,2011,Shiraz/Syrah,,$29,88,Merrill 2011 Syrah Oregon Reserve,"Wine Spectator Magazine Issue Nov 15, 2013",,,,Oregon,US,"A graceful wine, soft and spicy, with pretty plum character showing through the peppery finish. Drink now through 2016. 150 cases made."
111,Alchemy Wine Productions,2011,Shiraz/Syrah,,$20,87,Alchemy Wine Productions 2011 Edwin Dyer Portrait Oregon,"Wine Spectator Magazine Issue Feb 28, 2014",,,,Oregon,US,"Tight, focused and juicy, with blackberry and clotted cream flavors, lingering gently on the refined finish. Syrah and Grenache. Drink now through 2017. 150 cases made."
112,Cowhorn,2011,Syrah,Sentience,$55,87,Cowhorn 2011 Syrah Applegate Valley Sentience,"Wine Spectator Magazine Issue Feb 29, 2016",,Applegate Valley,Southern Oregon,Oregon,US,"Broad and spicy, with a dill pickle note weaving through the black cherry and white pepper flavors, finishing against nubby tannins. Drink now through 2019. 450 cases made."
113,Francis Tannahill,2011,Sundown,,$32,87,Francis Tannahill 2011 Sundown Rogue Valley,"Wine Spectator Magazine Issue Feb 28, 2015",,Rogue Valley,Southern Oregon,Oregon,US,"Lithe, vital and complex, this open-textured style layers floral, savory and vegetal flavors with focused blackberry fruit, lingering deftly. Syrah and Viognier. Drink now through 2017. 165 cases made."
114,Brittan,2011,Syrah,,$42,84,Brittan 2011 Syrah Willamette Valley,"Wine Spectator Magazine Issue Feb 29, 2016",,Willamette Valley,Willamette Valley,Oregon,US,"Tart, taut and hard-edged, with raging acidity to the blackberry and pepper flavors. Needs a little time to soften the edges. Best after 2017. 102 cases made."
115,Argyle,2011,Blanc de Blancs,Knudsen Vineyard Julia Lee's Block,$50,87,Argyle 2011 Blanc de Blancs Dundee Hills Knudsen Vineyard Julia Lee's Block,"Wine Spectator Magazine Issue Mar 31, 2016",,Dundee Hills,Willamette Valley,Oregon,US,"Light and peppery, with a spicy edge to the yuzu and floral flavors, lingering on the tangy finish. Drink now. 914 cases made."
116,Lundeen,2011,Blanc de Noirs,La Cantera Vineyard,$34,87,Lundeen 2011 Blanc de Noirs Chehalem Mountains La Cantera Vineyard,"Wine Spectator Magazine Issue Oct 15, 2015",,Chehalem Mountains,Willamette Valley,Oregon,US,"This is fresh and tangy, with lifted acidity against a hint of earth and spice, finishing with tart apple flavors. Drink now. 80 cases made."
117,Jaxon,2011,Tradición,,$29,86,Jaxon 2011 Tradición Rogue Valley,"Wine Spectator Magazine Issue Oct 15, 2015",,Rogue Valley,Southern Oregon,Oregon,US,"Soft in texture and light on its feet, with a plush feel to the modest green olive–accented black fruit flavors, this finishes gracefully. Tempranillo and Garnacha. Drink now through 2018. 194 cases made."
118,Zenith Vineyard,2011,Tempranillo,,$30,86,Zenith Vineyard 2011 Tempranillo Eola-Amity Hills,"Wine Spectator Magazine Issue Oct 15, 2013",,Eola-Amity Hills,Willamette Valley,Oregon,US,"Light and spicy, with berry and black pepper flavors on a delicate frame, lingering gently. Drink now through 2015. 141 cases made."
119,Raptor Ridge,2011,Tempranillo,,$30,85,Raptor Ridge 2011 Tempranillo Oregon,"Wine Spectator Magazine Issue Oct 15, 2013",,,,Oregon,US,"Light in texture, with a minty edge to the meaty berry flavors, finishing with polished tannins. Drink now. 139 cases made."
120,Upper Five,2011,Tempranillo,,$28,85,Upper Five 2011 Tempranillo Rogue Valley,"Wine Spectator Magazine Issue Feb 28, 2014",,Rogue Valley,Southern Oregon,Oregon,US,"Crisp, dark and distinctive, with bay leaf, rosemary and smoky pepper flavors. A blackberry character rises up on the taut finish. Best after 2015. 110 cases made."
121,Agate Ridge,2011,Viognier,,$20,87,Agate Ridge 2011 Viognier Rogue Valley,"Wine Spectator Magazine Issue Feb 28, 2014",,Rogue Valley,Southern Oregon,Oregon,US,"Rich and ripe, with spicy white pepper and clove notes around a core of pineapple and cream flavors, lingering on the polished finish. Drink now. 264 cases made."
122,Merrill,2011,Viognier,,$19,87,Merrill 2011 Viognier Oregon,"Wine Spectator Magazine Issue Feb 28, 2013",,,,Oregon,US,"Polished, almost oily in texture, with sappy pineapple and tropical fruit flavors, finishing with a tang of acidity. Drink now. 200 cases made."
123,Quady North,2011,Viognier,Steelhead Run Vineyard,$19,87,Quady North 2011 Viognier Applegate Valley Steelhead Run Vineyard,"Wine Spectator Magazine Issue Feb 28, 2013",,Applegate Valley,Southern Oregon,Oregon,US,"Lighter than most Viogniers, with a paprika accent to the earthy pear and apple flavors. Drink now. 240 cases made."
124,Beaux Frères,2011,Pinot Noir,The Beaux Frères Vineyard,$80,94,Beaux Frères 2011 Pinot Noir Ribbon Ridge The Beaux Frères Vineyard,"Wine Spectator Magazine Issue Feb 29, 2016",,Ribbon Ridge,Willamette Valley,Oregon,US,"Ripe flavors up front lead to guava and spice notes. Harmonious, with refined tannins.—Non-blind Beaux Frères vertical (October 2015). Best from 2017 through 2023. 1,900 cases made."
125,Artisanal,2011,Pinot Noir,Vintage Reserve,$42,93,Artisanal 2011 Pinot Noir Willamette Valley Vintage Reserve,"Wine Spectator Magazine Issue Feb 28, 2015",,Willamette Valley,Willamette Valley,Oregon,US,"Packs plenty of flavor and expression into a taut package, layering plum, currant and black pepper notes into a focused, fine-grained package. This has depth and persistence. Drink now through 2020. 152 cases made."
126,Beaux Frères,2011,Pinot Noir,,$50,93,Beaux Frères 2011 Pinot Noir Willamette Valley,"Wine Spectator Magazine Issue Nov 30, 2013",,Willamette Valley,Willamette Valley,Oregon,US,"The satiny texture lets the harmonious flavors of red berry, pomegranate and spice unfurl evocatively. The finish lingers enticingly. Shows freshness and impeccable balance. Drink now through 2020. 2,000 cases made."
127,Brick House,2011,Pinot Noir,Cuvée du Tonnelier,$45,93,Brick House 2011 Pinot Noir Ribbon Ridge Cuvée du Tonnelier,"Wine Spectator Magazine Issue Feb 28, 2014",,Ribbon Ridge,Willamette Valley,Oregon,US,"Sleek, vivid and open-textured, this is a wine of tremendous presence, offering currant, plum and floral flavors that float engagingly over refined tannins. The finish doesn't quit. Drink now through 2021. 550 cases made."
128,Arbor Brook,2011,Pinot Noir,Estate 777 Block,$45,92,Arbor Brook 2011 Pinot Noir Chehalem Mountains Estate 777 Block,"Wine Spectator Magazine Issue Feb 28, 2014",,Chehalem Mountains,Willamette Valley,Oregon,US,"Silky, elegant and distinctive for its rose petal and pink grapefruit overtones around a lithe core of red berry and guava flavors. Lingers with refined tannins. Drink now through 2019. 354 cases made."
129,Ayoub,2011,Pinot Noir,Brittan Vineyard,$45,92,Ayoub 2011 Pinot Noir McMinnville Brittan Vineyard,"Wine Spectator Magazine Issue Feb 28, 2014",,McMinnville,Willamette Valley,Oregon,US,"Shows density and definition, offering cola-accented blackberry and cherry flavors on a tightrope of refined acidity and tannins. The finish just won't quit. Drink now through 2019. 158 cases made."
